Uix image,Uix image_link,Videotitle link,Videotitle link_link,Todaamatem link,Todaamatem link_link,Timestamp value
https://i.ytimg.com/vi/H7Y2LcAYko8/hqdefault.jpg?custom=true&w=120&h=90&jpg444=true&jpgq=90&sp=68&sigh=mH8Rr7seH7crluAFdu3ySw2Iojs,https://www.youtube.com/watch?v=H7Y2LcAYko8&index=1&list=PLbVzJTKmXUiaEirJVajh_bHMLm1u0sZsW,Taxa de variação instantânea - DERIVADAS AULA 01,https://www.youtube.com/watch?v=H7Y2LcAYko8&index=1&list=PLbVzJTKmXUiaEirJVajh_bHMLm1u0sZsW,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,13:48
https://i.ytimg.com/vi/2-pXcAbbhkg/hqdefault.jpg?custom=true&w=120&h=90&jpg444=true&jpgq=90&sp=68&sigh=yqL3sEiodnSACgd28JK97zJAqzI,https://www.youtube.com/watch?v=2-pXcAbbhkg&index=2&list=PLbVzJTKmXUiaEirJVajh_bHMLm1u0sZsW,Derivadas e funções contínuas - DERIVADAS AULA 02,https://www.youtube.com/watch?v=2-pXcAbbhkg&index=2&list=PLbVzJTKmXUiaEirJVajh_bHMLm1u0sZsW,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,12:22
https://i.ytimg.com/vi/KOTDwXNo-xY/hqdefault.jpg?custom=true&w=120&h=90&jpg444=true&jpgq=90&sp=68&sigh=MeDc1rZTXnughT77GABWbMazIks,https://www.youtube.com/watch?v=KOTDwXNo-xY&index=3&list=PLbVzJTKmXUiaEirJVajh_bHMLm1u0sZsW,Derivadas por definição - DERIVADAS AULA 03,https://www.youtube.com/watch?v=KOTDwXNo-xY&index=3&list=PLbVzJTKmXUiaEirJVajh_bHMLm1u0sZsW,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,8:29
https://i.ytimg.com/vi/tQsdO3mWKN8/hqdefault.jpg?custom=true&w=120&h=90&jpg444=true&jpgq=90&sp=68&sigh=ntMSZRFKiUDm4xC4kkf4djFVbf8,https://www.youtube.com/watch?v=tQsdO3mWKN8&index=4&list=PLbVzJTKmXUiaEirJVajh_bHMLm1u0sZsW,Derivada da potência de x - DERIVADAS AULA 04,https://www.youtube.com/watch?v=tQsdO3mWKN8&index=4&list=PLbVzJTKmXUiaEirJVajh_bHMLm1u0sZsW,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,13:17
https://i.ytimg.com/vi/ST7zVoT5P08/hqdefault.jpg?custom=true&w=120&h=90&jpg444=true&jpgq=90&sp=68&sigh=MFKTv-wwAH9evVwbLHDu1gJZqKM,https://www.youtube.com/watch?v=ST7zVoT5P08&index=5&list=PLbVzJTKmXUiaEirJVajh_bHMLm1u0sZsW,Regras do produto e quociente - DERIVADAS AULA 05,https://www.youtube.com/watch?v=ST7zVoT5P08&index=5&list=PLbVzJTKmXUiaEirJVajh_bHMLm1u0sZsW,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,10:29
https://i.ytimg.com/vi/o2bEFEXMJgo/hqdefault.jpg?custom=true&w=120&h=90&jpg444=true&jpgq=90&sp=68&sigh=p9NBv4saJd5CqESAsBFI12y5odk,https://www.youtube.com/watch?v=o2bEFEXMJgo&index=6&list=PLbVzJTKmXUiaEirJVajh_bHMLm1u0sZsW,Equação da Reta Tangente - DERIVADAS AULA 06,https://www.youtube.com/watch?v=o2bEFEXMJgo&index=6&list=PLbVzJTKmXUiaEirJVajh_bHMLm1u0sZsW,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,11:49
https://i.ytimg.com/vi/clC6wYgiSfc/hqdefault.jpg?custom=true&w=120&h=90&jpg444=true&jpgq=90&sp=68&sigh=sSJ3j3lxKAo76jas-3dwQ_2QfIg,https://www.youtube.com/watch?v=clC6wYgiSfc&index=7&list=PLbVzJTKmXUiaEirJVajh_bHMLm1u0sZsW,Derivadas de altas ordens - DERIVADAS AULA 07,https://www.youtube.com/watch?v=clC6wYgiSfc&index=7&list=PLbVzJTKmXUiaEirJVajh_bHMLm1u0sZsW,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,9:19
https://i.ytimg.com/vi/bux0c7ZzGqw/hqdefault.jpg?custom=true&w=120&h=90&jpg444=true&jpgq=90&sp=68&sigh=l_Pi6hLgDCLYmEDiFPNEowbhtJ8,https://www.youtube.com/watch?v=bux0c7ZzGqw&index=8&list=PLbVzJTKmXUiaEirJVajh_bHMLm1u0sZsW,Derivadas do seno e do cosseno - DERIVADAS AULA 08,https://www.youtube.com/watch?v=bux0c7ZzGqw&index=8&list=PLbVzJTKmXUiaEirJVajh_bHMLm1u0sZsW,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,12:15
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=Nvw2hsCa5qw&index=9&list=PLbVzJTKmXUiaEirJVajh_bHMLm1u0sZsW,Derivadas da tangente e da secante - DERIVADAS AULA 09,https://www.youtube.com/watch?v=Nvw2hsCa5qw&index=9&list=PLbVzJTKmXUiaEirJVajh_bHMLm1u0sZsW,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,7:31
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=fh9lzK_ssMU&index=10&list=PLbVzJTKmXUiaEirJVajh_bHMLm1u0sZsW,Derivadas da cotangente e da cossecante - DERIVADAS AULA 10,https://www.youtube.com/watch?v=fh9lzK_ssMU&index=10&list=PLbVzJTKmXUiaEirJVajh_bHMLm1u0sZsW,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,13:22
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=04HpryekkxY&index=11&list=PLbVzJTKmXUiaEirJVajh_bHMLm1u0sZsW,Regra da cadeia (parte 1) - DERIVADAS AULA 11,https://www.youtube.com/watch?v=04HpryekkxY&index=11&list=PLbVzJTKmXUiaEirJVajh_bHMLm1u0sZsW,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,11:19
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=4mBF8fTyeDk&index=12&list=PLbVzJTKmXUiaEirJVajh_bHMLm1u0sZsW,Regra da Cadeia (Parte 2) -DERIVADAS AULA 12,https://www.youtube.com/watch?v=4mBF8fTyeDk&index=12&list=PLbVzJTKmXUiaEirJVajh_bHMLm1u0sZsW,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,12:41
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=WG0cYxtlhXI&index=13&list=PLbVzJTKmXUiaEirJVajh_bHMLm1u0sZsW,Taxas relacionadas,https://www.youtube.com/watch?v=WG0cYxtlhXI&index=13&list=PLbVzJTKmXUiaEirJVajh_bHMLm1u0sZsW,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,10:26
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=RSCRCq9BUL4&index=14&list=PLbVzJTKmXUiaEirJVajh_bHMLm1u0sZsW,Derivadas implícitas,https://www.youtube.com/watch?v=RSCRCq9BUL4&index=14&list=PLbVzJTKmXUiaEirJVajh_bHMLm1u0sZsW,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,10:07
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=-sV-kDIe9CY&index=15&list=PLbVzJTKmXUiaEirJVajh_bHMLm1u0sZsW,Derivada do logaritmo,https://www.youtube.com/watch?v=-sV-kDIe9CY&index=15&list=PLbVzJTKmXUiaEirJVajh_bHMLm1u0sZsW,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,9:50
https://i.ytimg.com/vi/3jR62Mew8X4/hqdefault.jpg?custom=true&w=120&h=90&jpg444=true&jpgq=90&sp=68&sigh=NvWWINxzkPYUYvckY7_nlm5h6EU,https://www.youtube.com/watch?v=3jR62Mew8X4&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=1,Criptografia RSA,https://www.youtube.com/watch?v=3jR62Mew8X4&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=1,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,11:04
https://i.ytimg.com/vi/QQyd9HYw8tw/hqdefault.jpg?custom=true&w=120&h=90&jpg444=true&jpgq=90&sp=68&sigh=bbS2q7c7pwnfrjQJlQiCTN8IjSM,https://www.youtube.com/watch?v=QQyd9HYw8tw&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=2,Fractais,https://www.youtube.com/watch?v=QQyd9HYw8tw&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=2,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,11:24
https://i.ytimg.com/vi/8Z6BGxUsHKM/hqdefault.jpg?custom=true&w=120&h=90&jpg444=true&jpgq=90&sp=68&sigh=8XzGHLKbpnNJ32Dn3a1UAZfTHPs,https://www.youtube.com/watch?v=8Z6BGxUsHKM&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=3,Toda a matemática #02 - Subtração de potências,https://www.youtube.com/watch?v=8Z6BGxUsHKM&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=3,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,1:59
https://i.ytimg.com/vi/glBBv4gvLA4/hqdefault.jpg?custom=true&w=120&h=90&jpg444=true&jpgq=90&sp=68&sigh=l31p_CPzaYc1go5F8MLD45rJhj8,https://www.youtube.com/watch?v=glBBv4gvLA4&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=4,Toda a matemática # 03 - Ângulos no triângulo,https://www.youtube.com/watch?v=glBBv4gvLA4&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=4,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,2:33
https://i.ytimg.com/vi/mEdN4C2itkQ/hqdefault.jpg?custom=true&w=120&h=90&jpg444=true&jpgq=90&sp=68&sigh=Su144pQmZs6A9MYXZtFMFFC-Nto,https://www.youtube.com/watch?v=mEdN4C2itkQ&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=5,Toda a matemática #07 - Conjectura de Goldbach,https://www.youtube.com/watch?v=mEdN4C2itkQ&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=5,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,3:53
https://i.ytimg.com/vi/PDZmri7yfxs/hqdefault.jpg?custom=true&w=120&h=90&jpg444=true&jpgq=90&sp=68&sigh=4swILixT-OTPb5FIgqDqXiDdBB4,https://www.youtube.com/watch?v=PDZmri7yfxs&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=6,Toda a matemática #08 - Potência da potência,https://www.youtube.com/watch?v=PDZmri7yfxs&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=6,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,2:54
https://i.ytimg.com/vi/ddMn05gpY8Q/hqdefault.jpg?custom=true&w=120&h=90&jpg444=true&jpgq=90&sp=68&sigh=bbn68oNkEeiGtYilOc5KD1Z5MKo,https://www.youtube.com/watch?v=ddMn05gpY8Q&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=7,Toda a matemática #09 - O que cai na prova do ENEM,https://www.youtube.com/watch?v=ddMn05gpY8Q&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=7,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,27:32
https://i.ytimg.com/vi/JcEIvHJ7o2s/hqdefault.jpg?custom=true&w=120&h=90&jpg444=true&jpgq=90&sp=68&sigh=b6cLgyzFoF1h-Jnv9CWlaL2glg4,https://www.youtube.com/watch?v=JcEIvHJ7o2s&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=8,Toda a matemática #11 - 48/2(9+3),https://www.youtube.com/watch?v=JcEIvHJ7o2s&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=8,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,3:54
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=FIE7-wshZkM&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=9,Toda a matemática #12 - O problema que vale 5 000 dólares,https://www.youtube.com/watch?v=FIE7-wshZkM&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=9,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,7:39
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=VGD6DNJ2waI&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=10,Toda a matemática #13 - O problema de Monty Hall,https://www.youtube.com/watch?v=VGD6DNJ2waI&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=10,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,3:13
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=i1h4_izEi9Q&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=11,Toda a matemática #14 - Hotel de Hilbert,https://www.youtube.com/watch?v=i1h4_izEi9Q&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=11,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,6:35
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=RVio-54gNkQ&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=12,Toda a matemática #15 - Como pode 1 = - 1?,https://www.youtube.com/watch?v=RVio-54gNkQ&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=12,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,3:05
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=EQN9S_NcFro&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=13,Toda a matemática #16 - Há mais frações do que naturais?,https://www.youtube.com/watch?v=EQN9S_NcFro&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=13,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,5:15
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=YpfcOCniV4c&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=14,Toda a matemática #18 - Infinitos maiores do que outros infinitos,https://www.youtube.com/watch?v=YpfcOCniV4c&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=14,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,3:59
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=lkMGzu5K-lE&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=15,Toda a matemática #19 - Paralelepípedo perfeito,https://www.youtube.com/watch?v=lkMGzu5K-lE&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=15,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,3:54
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=dgeUEsC1E9w&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=16,Toda a matemática #21 - O último teorema de Fermat,https://www.youtube.com/watch?v=dgeUEsC1E9w&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=16,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,8:45
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=qGipa_eETek&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=17,Toda a matemática #23 - Aumento e desconto,https://www.youtube.com/watch?v=qGipa_eETek&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=17,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,2:37
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=QOOi6gZegi4&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=18,Toda a matemática #25 - A metade de 2 elevado a 50,https://www.youtube.com/watch?v=QOOi6gZegi4&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=18,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,1:32
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=4fTJr_MUqBU&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=19,Toda a matemática # 26 - Uma prova do Teorema de Pitágoras,https://www.youtube.com/watch?v=4fTJr_MUqBU&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=19,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,4:27
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=OC0m1qI85Zs&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=20,Toda a matemática #27 - Regra da sociedade,https://www.youtube.com/watch?v=OC0m1qI85Zs&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=20,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,3:06
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=RmvMh51wiBM&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=21,Toda a matemática # 29 - A vista da pirâmide,https://www.youtube.com/watch?v=RmvMh51wiBM&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=21,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,2:15
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=CcBfecxtkEg&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=22,Toda a matemática #30 - Raiz quadrada do quadrado,https://www.youtube.com/watch?v=CcBfecxtkEg&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=22,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,1:11
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=OscpshUkMbs&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=23,Toda a matemática #31 - Pirâmide de bolinhas,https://www.youtube.com/watch?v=OscpshUkMbs&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=23,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,1:26
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=pmex2MVFFxk&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=24,Toda a matemática #32 - Raiz quadrada de 4%,https://www.youtube.com/watch?v=pmex2MVFFxk&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=24,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,1:48
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=S-iKC0Qb_8A&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=25,Toda a matemática #33 - 5 menor do que ou igual a 5,https://www.youtube.com/watch?v=S-iKC0Qb_8A&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=25,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,1:44
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=CMHnoP_JfvU&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=26,Toda a matemática # 36 - Elevado a zero,https://www.youtube.com/watch?v=CMHnoP_JfvU&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=26,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,2:02
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=Pv-ATckUVes&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=27,"Toda a matemática #38 - 0,999... = 1",https://www.youtube.com/watch?v=Pv-ATckUVes&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=27,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,1:40
